Fe,Co,Cr,Ni,Al,Ti
21,24,20,25,5,5
21,25,16,29,2,7
25,16,25,22,9,3
25,17,24,22,9,3
25,15,25,23,9,3
25,16,24,23,9,3
25,17,23,23,9,3
25,14,25,24,9,3
25,15,24,24,9,3
25,16,23,24,9,3
25,17,22,24,9,3
25,13,25,25,9,3
25,14,24,25,9,3
25,15,23,25,9,3
25,16,22,25,9,3
25,17,21,25,9,3
25,13,24,26,9,3
25,14,23,26,9,3
25,15,22,26,9,3
25,16,21,26,9,3
25,13,23,27,9,3
25,14,22,27,9,3
25,15,21,27,9,3
25,13,22,28,9,3
25,14,21,28,9,3
21,23,15,30,7,4
18,15,25,36,1,5
18,16,24,36,1,5
18,17,23,36,1,5
18,14,25,37,1,5
18,15,24,37,1,5
18,16,23,37,1,5
18,17,22,37,1,5
20,17,14,42,3,4
19,17,14,43,3,4
20,16,14,43,3,4
18,17,14,44,3,4
19,16,14,44,3,4
20,15,14,44,3,4
18,16,14,45,3,4
19,15,14,45,3,4
20,14,14,45,3,4
18,15,14,46,3,4
19,14,14,46,3,4
20,13,14,46,3,4
24,27,12,25,4,8
24,27,11,26,4,8
20,30,13,33,1,3
19,30,13,34,1,3
20,29,13,34,1,3
18,30,13,35,1,3
19,29,13,35,1,3
20,28,13,35,1,3
25,17,19,29,7,3
25,16,19,30,7,3
25,17,18,30,7,3
22,21,14,31,7,5
21,24,16,29,6,4
16,17,13,47,1,6
17,16,13,47,1,6
15,17,13,48,1,6
16,16,13,48,1,6
17,15,13,48,1,6
22,19,13,34,9,3
16,17,15,47,1,4
17,16,15,47,1,4
15,17,15,48,1,4
16,16,15,48,1,4
17,15,15,48,1,4
24,19,14,29,8,6
24,18,14,29,8,7
24,18,14,30,8,6
18,18,15,39,4,6
24,23,25,25,2,1
24,23,24,26,2,1
24,23,23,27,2,1
24,23,22,28,2,1
24,22,13,28,10,3
25,14,20,29,9,3
22,21,13,29,10,5
25,13,20,30,9,3
24,28,10,28,5,5
21,19,11,44,1,4
21,18,11,45,1,4
24,19,12,36,4,5
24,20,11,36,4,5
21,28,20,22,6,3
21,27,20,23,6,3
21,26,20,24,6,3
21,25,20,25,6,3
21,24,20,26,6,3
19,29,25,22,1,4
19,30,24,22,1,4
20,28,25,22,1,4
20,29,24,22,1,4
20,30,23,22,1,4
19,28,25,23,1,4
19,29,24,23,1,4
19,30,23,23,1,4
20,27,25,23,1,4
20,28,24,23,1,4
20,29,23,23,1,4
20,30,22,23,1,4
19,27,25,24,1,4
19,28,24,24,1,4
19,29,23,24,1,4
19,30,22,24,1,4
20,26,25,24,1,4
20,27,24,24,1,4
20,28,23,24,1,4
20,29,22,24,1,4
20,30,21,24,1,4
19,26,25,25,1,4
19,27,24,25,1,4
19,28,23,25,1,4
19,29,22,25,1,4
19,30,21,25,1,4
20,25,25,25,1,4
20,26,24,25,1,4
20,27,23,25,1,4
20,28,22,25,1,4
20,29,21,25,1,4
19,25,25,26,1,4
19,26,24,26,1,4
19,27,23,26,1,4
19,28,22,26,1,4
19,29,21,26,1,4
20,24,25,26,1,4
20,25,24,26,1,4
20,26,23,26,1,4
20,27,22,26,1,4
20,28,21,26,1,4
19,24,25,27,1,4
19,25,24,27,1,4
19,26,23,27,1,4
19,27,22,27,1,4
19,28,21,27,1,4
20,24,24,27,1,4
20,25,23,27,1,4
20,26,22,27,1,4
20,27,21,27,1,4
19,24,24,28,1,4
19,25,23,28,1,4
19,26,22,28,1,4
19,27,21,28,1,4
20,24,23,28,1,4
20,25,22,28,1,4
20,26,21,28,1,4
22,17,16,37,2,6
22,21,10,43,1,3
22,21,9,44,1,3
23,19,16,29,8,5
15,20,16,37,4,8
16,19,16,37,4,8
25,17,19,29,6,4
25,16,19,30,6,4
25,17,18,30,6,4
24,20,13,29,7,7
24,20,13,30,7,6
24,19,13,30,7,7
24,19,13,31,7,6
24,18,13,31,7,7
24,18,13,32,7,6
21,24,16,29,2,8
21,24,20,22,9,4
24,20,15,26,10,5
24,19,15,27,10,5
24,18,15,28,10,5
24,21,20,26,5,4
21,27,10,36,3,3
21,27,9,37,3,3
17,17,19,43,1,3
16,17,19,44,1,3
17,16,19,44,1,3
17,17,18,44,1,3
15,17,19,45,1,3
16,16,19,45,1,3
16,17,18,45,1,3
17,15,19,45,1,3
17,16,18,45,1,3
17,17,17,45,1,3
15,16,19,46,1,3
15,17,18,46,1,3
16,15,19,46,1,3
16,16,18,46,1,3
16,17,17,46,1,3
17,14,19,46,1,3
17,15,18,46,1,3
17,16,17,46,1,3
23,30,12,22,6,7
23,30,12,23,6,6
23,29,12,23,6,7
23,29,12,24,6,6
25,17,13,34,7,4
25,16,13,35,7,4
24,20,15,28,8,5
24,30,14,29,2,1
24,29,14,30,2,1
23,27,17,31,1,1
23,26,17,32,1,1
23,25,17,33,1,1
23,24,17,34,1,1
23,13,22,39,1,2
22,21,20,30,1,6
21,23,18,31,3,4
21,23,17,32,3,4
15,18,13,38,9,7
23,29,10,29,6,3
23,30,9,29,6,3
23,29,9,30,6,3
22,18,25,27,3,5
22,18,24,28,3,5
24,18,15,29,8,6
15,29,19,31,1,5
15,30,18,31,1,5
16,28,19,31,1,5
16,29,18,31,1,5
16,30,17,31,1,5
17,27,19,31,1,5
17,28,18,31,1,5
17,29,17,31,1,5
15,28,19,32,1,5
15,29,18,32,1,5
15,30,17,32,1,5
16,27,19,32,1,5
16,28,18,32,1,5
16,29,17,32,1,5
17,26,19,32,1,5
17,27,18,32,1,5
17,28,17,32,1,5
15,27,19,33,1,5
15,28,18,33,1,5
15,29,17,33,1,5
16,26,19,33,1,5
16,27,18,33,1,5
16,28,17,33,1,5
17,25,19,33,1,5
17,26,18,33,1,5
17,27,17,33,1,5
15,26,19,34,1,5
15,27,18,34,1,5
15,28,17,34,1,5
16,25,19,34,1,5
16,26,18,34,1,5
16,27,17,34,1,5
17,24,19,34,1,5
17,25,18,34,1,5
17,26,17,34,1,5
15,25,19,35,1,5
15,26,18,35,1,5
15,27,17,35,1,5
16,24,19,35,1,5
16,25,18,35,1,5
16,26,17,35,1,5
17,24,18,35,1,5
17,25,17,35,1,5
22,21,15,29,10,3
24,22,14,26,9,5
15,13,16,49,1,6
23,22,19,25,6,5
23,22,18,26,6,5
23,22,17,27,6,5
21,23,14,33,5,4
24,20,20,26,7,3
24,19,20,27,7,3
24,18,20,28,7,3
21,22,15,29,8,5
15,23,13,38,4,7
25,22,14,35,2,2
24,22,15,28,7,4
19,14,16,47,1,3
20,13,16,47,1,3
19,13,16,48,1,3
21,13,17,36,8,5
24,21,14,38,1,2
23,20,20,25,5,7
23,20,20,26,5,6
23,19,20,26,5,7
23,19,20,27,5,6
19,26,11,40,1,3
18,26,11,41,1,3
19,25,11,41,1,3
18,19,16,37,4,6
21,16,15,36,5,7
18,18,16,36,6,6
24,22,14,26,10,4
24,19,15,29,5,8
24,18,15,30,5,8
22,20,13,32,10,3
22,19,13,33,10,3
24,21,10,41,2,2
25,17,13,35,5,5
25,18,9,36,9,3
17,20,16,37,4,6
22,28,12,33,2,3
21,21,11,42,1,4
22,13,19,36,3,7
22,14,18,36,3,7
22,15,17,36,3,7
22,13,18,37,3,7
22,14,17,37,3,7
23,21,19,22,10,5
23,21,18,23,10,5
23,21,17,24,10,5
22,29,12,30,3,4
18,13,25,38,2,4
18,14,24,38,2,4
18,15,23,38,2,4
18,16,22,38,2,4
18,17,21,38,2,4
18,13,24,39,2,4
18,14,23,39,2,4
18,15,22,39,2,4
18,16,21,39,2,4
18,13,23,40,2,4
18,14,22,40,2,4
18,15,21,40,2,4
18,13,22,41,2,4
18,14,21,41,2,4
15,13,22,42,3,5
15,14,21,42,3,5
16,13,21,42,3,5
15,13,21,43,3,5
20,26,12,36,1,5
20,25,12,37,1,5
18,16,14,42,2,8
19,15,14,42,2,8
20,14,14,42,2,8
18,15,14,43,2,8
19,14,14,43,2,8
20,13,14,43,2,8
18,14,14,44,2,8
19,13,14,44,2,8
18,13,14,45,2,8
19,30,25,22,1,3
20,29,25,22,1,3
20,30,24,22,1,3
19,29,25,23,1,3
19,30,24,23,1,3
20,28,25,23,1,3
20,29,24,23,1,3
20,30,23,23,1,3
19,28,25,24,1,3
19,29,24,24,1,3
19,30,23,24,1,3
20,27,25,24,1,3
20,28,24,24,1,3
20,29,23,24,1,3
20,30,22,24,1,3
19,27,25,25,1,3
19,28,24,25,1,3
19,29,23,25,1,3
19,30,22,25,1,3
20,26,25,25,1,3
20,27,24,25,1,3
20,28,23,25,1,3
20,29,22,25,1,3
20,30,21,25,1,3
19,26,25,26,1,3
19,27,24,26,1,3
19,28,23,26,1,3
19,29,22,26,1,3
19,30,21,26,1,3
20,25,25,26,1,3
20,26,24,26,1,3
20,27,23,26,1,3
20,28,22,26,1,3
20,29,21,26,1,3
19,25,25,27,1,3
19,26,24,27,1,3
19,27,23,27,1,3
19,28,22,27,1,3
19,29,21,27,1,3
20,24,25,27,1,3
20,25,24,27,1,3
20,26,23,27,1,3
20,27,22,27,1,3
20,28,21,27,1,3
19,24,25,28,1,3
19,25,24,28,1,3
19,26,23,28,1,3
19,27,22,28,1,3
19,28,21,28,1,3
20,24,24,28,1,3
20,25,23,28,1,3
20,26,22,28,1,3
20,27,21,28,1,3
24,27,21,25,2,1
24,26,21,26,2,1
24,25,21,27,2,1
24,24,21,28,2,1
21,15,19,36,4,5
21,16,18,36,4,5
21,17,17,36,4,5
23,23,20,23,6,5
22,21,13,30,9,5
21,13,14,38,6,8
21,14,13,38,6,8
21,13,13,39,6,8
22,20,10,44,1,3
22,20,9,45,1,3
25,28,12,23,10,2
25,28,12,24,9,2
25,28,11,24,10,2
25,28,11,25,9,2
20,30,13,31,1,5
19,30,13,32,1,5
20,29,13,32,1,5
18,30,13,33,1,5
19,29,13,33,1,5
20,28,13,33,1,5
18,29,13,34,1,5
19,28,13,34,1,5
20,27,13,34,1,5
18,28,13,35,1,5
19,27,13,35,1,5
20,26,13,35,1,5
24,30,15,28,2,1
24,29,15,29,2,1
22,20,15,35,5,3
25,18,10,36,7,4
25,19,9,36,7,4
24,21,12,36,4,3
22,21,14,31,8,4
23,19,16,31,6,5
21,18,10,47,1,3
21,19,9,47,1,3
18,13,14,47,1,7
21,18,9,48,1,3
22,23,11,39,1,4
19,28,20,29,1,3
20,27,20,29,1,3
22,19,14,34,7,4
23,22,20,26,6,3
21,19,21,30,6,3
24,20,15,27,9,5
24,19,15,28,9,5
25,27,9,22,9,8
19,26,19,30,1,5
19,27,18,30,1,5
19,28,17,30,1,5
20,25,19,30,1,5
20,26,18,30,1,5
20,27,17,30,1,5
18,26,19,31,1,5
18,27,18,31,1,5
18,28,17,31,1,5
18,25,19,32,1,5
18,26,18,32,1,5
18,27,17,32,1,5
18,24,19,33,1,5
18,25,18,33,1,5
18,26,17,33,1,5
18,24,18,34,1,5
18,25,17,34,1,5
18,24,17,35,1,5
24,21,15,29,5,6
24,24,17,31,2,2
25,16,20,31,5,3
25,15,20,32,5,3
25,14,20,33,5,3
25,13,20,34,5,3
23,22,20,22,8,5
22,21,25,25,1,6
22,21,24,26,1,6
22,21,23,27,1,6
22,21,22,28,1,6
24,20,20,25,6,5
24,19,20,26,6,5
24,18,20,27,6,5
22,21,14,33,7,3
17,30,25,23,1,4
16,30,25,24,1,4
17,29,25,24,1,4
17,30,24,24,1,4
15,30,25,25,1,4
16,29,25,25,1,4
16,30,24,25,1,4
17,28,25,25,1,4
17,29,24,25,1,4
17,30,23,25,1,4
15,29,25,26,1,4
15,30,24,26,1,4
16,28,25,26,1,4
16,29,24,26,1,4
16,30,23,26,1,4
17,27,25,26,1,4
17,28,24,26,1,4
17,29,23,26,1,4
17,30,22,26,1,4
15,28,25,27,1,4
15,29,24,27,1,4
15,30,23,27,1,4
16,27,25,27,1,4
16,28,24,27,1,4
16,29,23,27,1,4
16,30,22,27,1,4
17,26,25,27,1,4
17,27,24,27,1,4
17,28,23,27,1,4
17,29,22,27,1,4
17,30,21,27,1,4
15,27,25,28,1,4
15,28,24,28,1,4
15,29,23,28,1,4
15,30,22,28,1,4
16,26,25,28,1,4
16,27,24,28,1,4
16,28,23,28,1,4
16,29,22,28,1,4
16,30,21,28,1,4
17,25,25,28,1,4
17,26,24,28,1,4
17,27,23,28,1,4
17,28,22,28,1,4
17,29,21,28,1,4
15,18,14,38,7,8
22,19,10,44,1,4
22,18,10,45,1,4
22,19,9,45,1,4
21,16,19,36,5,3
21,17,18,36,5,3
22,21,15,30,9,3
15,17,14,47,1,6
16,16,14,47,1,6
17,15,14,47,1,6
15,16,14,48,1,6
16,15,14,48,1,6
17,14,14,48,1,6
22,21,15,30,8,4
24,20,19,28,6,3
22,18,19,34,3,4
22,18,18,35,3,4
20,30,14,32,1,3
19,30,14,33,1,3
20,29,14,33,1,3
18,30,14,34,1,3
19,29,14,34,1,3
20,28,14,34,1,3
18,29,14,35,1,3
19,28,14,35,1,3
20,27,14,35,1,3
23,20,19,28,7,3
24,28,17,28,2,1
24,18,13,29,10,6
24,28,11,29,5,3
22,23,18,29,3,5
25,16,13,32,10,4
25,15,13,33,10,4
25,14,13,34,10,4
25,13,13,35,10,4
15,17,13,47,1,7
16,16,13,47,1,7
17,15,13,47,1,7
15,16,13,48,1,7
16,15,13,48,1,7
17,14,13,48,1,7
23,22,16,29,6,4
24,22,14,27,9,4
25,17,13,31,10,4
22,20,13,33,9,3
18,17,13,42,2,8
19,16,13,42,2,8
20,15,13,42,2,8
18,16,13,43,2,8
19,15,13,43,2,8
20,14,13,43,2,8
18,15,13,44,2,8
19,14,13,44,2,8
20,13,13,44,2,8
18,14,13,45,2,8
19,13,13,45,2,8
18,13,13,46,2,8
17,27,11,40,1,4
16,27,11,41,1,4
22,24,22,22,5,5
22,25,21,22,5,5
22,24,21,23,5,5
25,14,20,29,6,6
25,13,20,29,6,7
25,13,20,30,6,6
15,13,21,42,2,7
23,23,12,40,1,1
23,21,19,23,9,5
23,21,19,24,8,5
23,21,18,24,9,5
23,21,18,25,8,5
23,21,17,25,9,5
23,21,17,26,8,5
21,20,11,43,1,4
21,13,19,36,3,8
21,14,18,36,3,8
21,15,17,36,3,8
21,13,18,37,3,8
21,14,17,37,3,8
24,21,14,28,8,5
23,13,25,29,2,8
23,14,24,29,2,8
23,15,23,29,2,8
23,16,22,29,2,8
23,17,21,29,2,8
22,13,15,42,5,3
19,18,13,36,7,7
23,21,20,23,10,3
25,27,12,22,8,6
25,27,11,22,8,7
25,27,11,23,8,6
23,30,10,28,6,3
22,23,16,33,3,3
25,19,10,38,5,3
25,20,9,38,5,3
25,18,10,39,5,3
25,19,9,39,5,3
25,18,9,40,5,3
25,17,14,32,7,5
25,16,14,33,7,5
25,15,14,34,7,5
25,14,14,35,7,5
21,24,15,29,5,6
21,19,13,34,8,5
22,24,24,22,5,3
22,25,23,22,5,3
22,26,22,22,5,3
22,27,21,22,5,3
22,24,23,23,5,3
22,25,22,23,5,3
22,26,21,23,5,3
22,24,22,24,5,3
22,25,21,24,5,3
22,24,21,25,5,3
25,21,13,37,2,2
18,30,25,22,1,4
18,29,25,23,1,4
18,30,24,23,1,4
18,28,25,24,1,4
18,29,24,24,1,4
18,30,23,24,1,4
18,27,25,25,1,4
18,28,24,25,1,4
18,29,23,25,1,4
18,30,22,25,1,4
18,26,25,26,1,4
18,27,24,26,1,4
18,28,23,26,1,4
18,29,22,26,1,4
18,30,21,26,1,4
18,25,25,27,1,4
18,26,24,27,1,4
18,27,23,27,1,4
18,28,22,27,1,4
18,29,21,27,1,4
18,24,25,28,1,4
18,25,24,28,1,4
18,26,23,28,1,4
18,27,22,28,1,4
18,28,21,28,1,4
16,18,15,39,5,7
15,18,15,40,5,7
17,30,25,24,1,3
16,30,25,25,1,3
17,29,25,25,1,3
17,30,24,25,1,3
15,30,25,26,1,3
16,29,25,26,1,3
16,30,24,26,1,3
17,28,25,26,1,3
17,29,24,26,1,3
17,30,23,26,1,3
15,29,25,27,1,3
15,30,24,27,1,3
16,28,25,27,1,3
16,29,24,27,1,3
16,30,23,27,1,3
17,27,25,27,1,3
17,28,24,27,1,3
17,29,23,27,1,3
17,30,22,27,1,3
15,28,25,28,1,3
15,29,24,28,1,3
15,30,23,28,1,3
16,27,25,28,1,3
16,28,24,28,1,3
16,29,23,28,1,3
16,30,22,28,1,3
17,26,25,28,1,3
17,27,24,28,1,3
17,28,23,28,1,3
17,29,22,28,1,3
17,30,21,28,1,3
16,18,13,38,7,8
22,21,10,42,1,4
22,21,9,43,1,4
23,23,11,41,1,1
21,24,16,30,3,6
17,30,13,34,1,5
16,30,13,35,1,5
17,29,13,35,1,5
22,22,13,33,6,4
22,22,13,34,5,4
21,19,22,31,1,6
21,20,21,31,1,6
21,19,21,32,1,6
18,14,13,49,2,4
19,13,13,49,2,4
18,13,13,50,2,4
18,14,13,47,3,5
19,13,13,47,3,5
18,13,13,48,3,5
22,20,25,26,1,6
22,19,25,27,1,6
22,20,24,27,1,6
22,19,24,28,1,6
22,20,23,28,1,6
23,27,13,34,1,2
23,26,13,35,1,2
23,25,13,36,1,2
23,24,13,37,1,2
21,13,19,37,5,5
21,14,18,37,5,5
21,15,17,37,5,5
22,21,15,32,7,3
25,28,14,27,4,2
24,20,20,27,5,4
24,19,20,28,5,4
21,27,9,36,3,4
25,17,14,34,5,5
25,16,14,35,5,5
21,19,22,29,6,3
21,20,21,29,6,3
15,18,19,37,5,6
16,18,18,37,5,6
17,18,17,37,5,6
23,18,20,30,6,3
19,23,8,43,5,2
18,23,8,44,5,2
19,22,8,44,5,2
19,23,7,44,5,2
24,18,18,31,5,4
24,19,17,31,5,4
24,18,17,32,5,4
24,13,13,46,3,1
17,30,20,29,1,3
20,27,12,37,1,3
24,19,13,29,9,6
24,18,13,29,9,7
24,18,13,30,9,6
21,23,19,30,3,4
23,29,9,29,6,4
25,14,19,38,3,1
25,15,18,38,3,1
15,30,19,30,1,5
16,29,19,30,1,5
16,30,18,30,1,5
17,28,19,30,1,5
17,29,18,30,1,5
17,30,17,30,1,5
24,21,13,27,10,5
25,17,13,32,9,4
25,16,13,33,9,4
25,15,13,34,9,4
25,14,13,35,9,4
25,21,9,37,5,3
22,22,14,33,6,3
17,30,14,35,1,3
21,26,20,22,7,4
21,25,20,23,7,4
21,24,20,24,7,4
23,21,20,23,6,7
23,21,20,24,6,6
22,27,10,35,1,5
23,30,12,25,7,3
23,29,12,26,7,3
24,22,17,29,5,3
20,30,14,30,1,5
19,30,14,31,1,5
20,29,14,31,1,5
18,30,14,32,1,5
19,29,14,32,1,5
20,28,14,32,1,5
18,29,14,33,1,5
19,28,14,33,1,5
20,27,14,33,1,5
18,28,14,34,1,5
19,27,14,34,1,5
20,26,14,34,1,5
18,27,14,35,1,5
19,26,14,35,1,5
20,25,14,35,1,5
19,13,25,39,1,3
19,14,24,39,1,3
19,15,23,39,1,3
19,16,22,39,1,3
19,17,21,39,1,3
20,13,24,39,1,3
20,14,23,39,1,3
20,15,22,39,1,3
20,16,21,39,1,3
19,13,24,40,1,3
19,14,23,40,1,3
19,15,22,40,1,3
19,16,21,40,1,3
20,13,23,40,1,3
20,14,22,40,1,3
20,15,21,40,1,3
19,13,23,41,1,3
19,14,22,41,1,3
19,15,21,41,1,3
20,13,22,41,1,3
20,14,21,41,1,3
18,15,16,47,1,3
18,14,16,48,1,3
22,22,14,31,6,5
19,26,11,39,1,4
18,26,11,40,1,4
19,25,11,40,1,4
18,25,11,41,1,4
19,24,11,41,1,4
22,14,16,38,3,7
22,13,16,39,3,7
23,30,20,24,2,1
23,29,20,25,2,1
22,20,15,29,10,4
22,19,15,30,10,4
25,17,15,30,6,7
25,17,15,31,6,6
25,16,15,31,6,7
25,16,15,32,6,6
25,15,15,32,6,7
25,15,15,33,6,6
25,14,15,33,6,7
25,17,13,34,6,5
25,14,15,34,6,6
25,13,15,34,6,7
25,16,13,35,6,5
25,13,15,35,6,6
22,21,12,39,1,5
23,23,16,31,4,3
23,15,16,38,5,3
23,14,16,39,5,3
23,13,16,40,5,3
15,18,18,36,7,6
16,18,17,36,7,6
15,18,18,36,5,8
16,18,17,36,5,8
17,17,14,42,2,8
16,17,14,43,2,8
17,16,14,43,2,8
15,17,14,44,2,8
16,16,14,44,2,8
17,15,14,44,2,8
15,16,14,45,2,8
16,15,14,45,2,8
17,14,14,45,2,8
15,15,14,46,2,8
16,14,14,46,2,8
17,13,14,46,2,8
24,21,15,26,10,4
21,27,9,36,2,5
23,21,20,24,9,3
23,21,20,25,8,3
22,28,12,32,2,4
18,18,13,39,4,8
25,17,14,31,6,7
25,17,14,32,6,6
25,16,14,32,6,7
25,16,14,33,6,6
25,15,14,33,6,7
25,15,14,34,6,6
25,14,14,34,6,7
25,14,14,35,6,6
25,13,14,35,6,7
22,20,14,29,10,5
22,19,14,30,10,5
18,30,25,23,1,3
18,29,25,24,1,3
18,30,24,24,1,3
18,28,25,25,1,3
18,29,24,25,1,3
18,30,23,25,1,3
18,27,25,26,1,3
18,28,24,26,1,3
18,29,23,26,1,3
18,30,22,26,1,3
18,26,25,27,1,3
18,27,24,27,1,3
18,28,23,27,1,3
18,29,22,27,1,3
18,30,21,27,1,3
18,25,25,28,1,3
18,26,24,28,1,3
18,27,23,28,1,3
18,28,22,28,1,3
18,29,21,28,1,3
16,22,16,36,4,6
25,15,20,29,6,5
25,14,20,30,6,5
19,30,10,37,1,3
22,20,14,33,7,4
22,18,20,34,3,3
21,13,13,42,5,6
22,19,22,29,1,7
22,20,21,29,1,7
18,13,14,49,2,4
18,13,14,47,3,5
22,22,20,28,3,5
23,21,16,30,5,5
22,21,13,33,7,4
24,28,12,28,5,3
22,20,10,43,1,4
22,20,9,44,1,4
24,21,11,36,4,4
19,13,25,38,1,4
19,14,24,38,1,4
19,15,23,38,1,4
19,16,22,38,1,4
19,17,21,38,1,4
20,13,24,38,1,4
20,14,23,38,1,4
20,15,22,38,1,4
20,16,21,38,1,4
22,22,15,31,6,4
23,22,19,25,7,4
23,22,18,26,7,4
23,22,17,27,7,4
23,15,20,35,3,4
25,28,15,26,4,2
15,16,14,47,1,7
16,15,14,47,1,7
17,14,14,47,1,7
15,15,14,48,1,7
16,14,14,48,1,7
17,13,14,48,1,7
18,29,20,29,1,3
17,17,16,44,1,5
16,17,16,45,1,5
17,16,16,45,1,5
15,17,16,46,1,5
16,16,16,46,1,5
17,15,16,46,1,5
21,18,9,47,1,4
22,21,13,31,10,3
24,21,20,27,5,3
21,21,15,35,4,4
16,23,16,38,4,3
21,21,21,30,1,6
25,14,14,32,10,5
25,13,14,33,10,5
18,27,19,30,1,5
18,28,18,30,1,5
18,29,17,30,1,5
24,25,17,30,2,2
24,20,15,29,5,7
24,20,15,30,5,6
24,19,15,30,5,7
24,19,15,31,5,6
24,18,15,31,5,7
24,18,15,32,5,6
25,17,14,29,10,5
25,16,14,30,10,5
25,15,14,31,10,5
25,13,14,32,8,8
25,14,13,32,8,8
25,13,13,33,8,8
22,20,15,32,7,4
22,19,15,33,7,4
15,16,16,49,1,3
16,15,16,49,1,3
17,14,16,49,1,3
15,15,16,50,1,3
16,14,16,50,1,3
17,13,16,50,1,3
21,22,13,34,7,3
25,16,14,29,8,8
25,17,13,29,8,8
25,15,14,30,8,8
25,16,13,30,8,8
25,14,14,31,8,8
25,15,13,31,8,8
18,30,10,36,1,5
19,29,10,36,1,5
19,30,9,36,1,5
18,29,10,37,1,5
18,30,9,37,1,5
19,29,9,37,1,5
25,24,9,29,7,6
17,18,14,36,8,7
17,18,13,39,7,6
16,18,13,40,7,6
15,18,13,41,7,6
17,18,15,40,4,6
16,18,15,41,4,6
21,26,10,37,3,3
24,21,13,28,9,5
25,20,10,37,5,3
24,21,13,29,5,8
20,28,10,36,1,5
20,28,9,37,1,5
23,30,12,22,10,3
23,29,12,23,10,3
23,30,12,23,9,3
23,29,12,24,9,3
25,17,14,35,5,4
23,23,20,23,7,4
21,23,15,31,6,4
25,17,14,33,7,4
25,16,14,34,7,4
25,15,14,35,7,4
20,25,11,38,1,5
20,24,11,39,1,5
19,17,20,39,1,4
20,16,20,39,1,4
19,16,20,40,1,4
20,15,20,40,1,4
19,15,20,41,1,4
20,14,20,41,1,4
22,28,19,22,3,6
22,29,18,22,3,6
22,30,17,22,3,6
22,27,19,23,3,6
22,28,18,23,3,6
22,29,17,23,3,6
22,26,19,24,3,6
22,27,18,24,3,6
22,28,17,24,3,6
22,25,19,25,3,6
22,26,18,25,3,6
22,27,17,25,3,6
22,24,19,26,3,6
22,25,18,26,3,6
22,26,17,26,3,6
22,24,18,27,3,6
22,25,17,27,3,6
22,24,17,28,3,6
21,23,14,29,9,4
23,18,12,38,3,6
21,19,21,30,5,4
17,17,13,43,2,8
16,17,13,44,2,8
17,16,13,44,2,8
15,17,13,45,2,8
16,16,13,45,2,8
17,15,13,45,2,8
15,16,13,46,2,8
16,15,13,46,2,8
17,14,13,46,2,8
22,20,15,30,9,4
22,19,15,31,9,4
25,21,14,36,2,2
22,20,12,40,1,5
22,19,12,41,1,5
21,22,19,31,3,4
21,22,18,32,3,4
21,22,17,33,3,4
17,17,25,36,1,4
16,17,25,37,1,4
17,16,25,37,1,4
17,17,24,37,1,4
23,17,25,29,3,3
24,21,15,27,9,4
24,21,15,28,8,4
22,21,15,34,5,3
23,20,19,23,10,5
23,19,19,24,10,5
23,20,18,24,10,5
23,19,18,25,10,5
23,20,17,25,10,5
23,19,17,26,10,5
21,26,20,22,6,5
21,25,20,23,6,5
21,24,20,24,6,5
23,20,19,25,8,5
23,19,19,26,8,5
23,20,18,26,8,5
23,19,18,27,8,5
23,20,17,27,8,5
23,19,17,28,8,5
17,30,14,33,1,5
16,30,14,34,1,5
17,29,14,34,1,5
15,30,14,35,1,5
16,29,14,35,1,5
17,28,14,35,1,5
21,20,13,33,8,5
22,22,14,33,5,4
22,17,16,36,2,7
22,16,16,37,2,7
25,17,12,36,5,5
22,20,14,30,9,5
22,19,14,31,9,5
21,16,16,36,3,8
21,15,16,37,3,8
25,30,10,26,8,1
25,29,10,27,8,1
25,30,9,27,8,1
25,29,9,28,8,1
18,13,20,42,2,5
24,21,15,28,7,5
23,27,14,33,1,2
23,26,14,34,1,2
23,25,14,35,1,2
23,28,10,36,2,1
23,24,14,36,1,2
23,28,9,37,2,1
25,17,13,35,6,4
22,19,14,32,10,3
25,17,15,32,6,5
25,16,15,33,6,5
25,15,15,34,6,5
25,14,15,35,6,5
23,23,17,29,5,3
22,20,14,31,10,3
25,17,20,29,5,4
25,16,20,30,5,4
22,22,14,29,9,4
23,30,10,26,6,5
23,30,10,27,6,4
23,29,10,27,6,5
23,30,9,27,6,5
23,29,10,28,6,4
23,30,9,28,6,4
23,29,9,28,6,5
21,22,13,32,7,5
25,23,19,29,3,1
25,23,18,30,3,1
15,13,18,47,1,6
15,14,17,47,1,6
16,13,17,47,1,6
15,13,17,48,1,6
21,23,20,30,3,3
15,18,13,37,10,7
25,30,13,22,8,2
25,29,13,23,8,2
25,18,10,38,5,4
25,19,9,38,5,4
25,18,9,38,5,5
25,18,9,39,5,4
23,23,20,25,5,4
22,21,13,32,9,3
21,22,14,30,8,5
18,18,13,39,5,7
25,15,14,32,9,5
25,14,14,33,9,5
25,13,14,34,9,5
24,22,21,22,5,6
23,20,16,29,7,5
23,19,16,30,7,5
25,17,14,30,9,5
25,16,14,31,9,5
25,27,13,31,3,1
25,26,13,32,3,1
25,25,13,33,3,1
25,24,13,34,3,1
21,19,23,30,1,6
21,20,22,30,1,6
21,23,14,32,6,4
23,16,16,37,5,3
25,13,15,29,10,8
19,14,25,36,2,4
19,15,24,36,2,4
19,16,23,36,2,4
19,17,22,36,2,4
20,13,25,36,2,4
20,14,24,36,2,4
20,15,23,36,2,4
