formula,composition_obj,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,compound possible,max ionic char,avg ionic char,Weight Fraction,Atomic Fraction,Yang delta,Yang omega,APE mean,Radii local mismatch,Radii gamma,Configuration entropy,Atomic weight mean,Total weight,Lambda entropy,Electronegativity delta,Electronegativity local mismatch,VEC mean,Mixing enthalpy,Mean cohesive energy,Interant electrons,Interant s electrons,Interant p electrons,Interant d electrons,Interant f electrons,Shear modulus mean,Shear modulus delta,Shear modulus local mismatch,Shear modulus strength model,CFS
Fe1 Cr1 Mo1 V1 Ti1.0,Fe1 Cr1 Mo1 V1 Ti1,5,0.447213595499958,0.34199518933533946,0.27594593229224296,0.25169979012836535,0.2349237886176038,22.0,42.0,20.0,27.4,5.839999999999999,22.0,43.0,55.0,12.0,48.6,3.28,43.0,47.867,95.96,48.092999999999996,60.52192,14.175232,47.867,1811.0,2896.0,1085.0,2202.2,277.51999999999987,1811.0,4.0,8.0,4.0,5.8,1.04,4.0,4.0,5.0,1.0,4.2,0.3200000000000001,4.0,132.0,160.0,28.0,147.6,9.680000000000001,132.0,1.54,2.16,0.6200000000000001,1.764,0.18480000000000008,1.54,1.0,2.0,1.0,1.6,0.48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.2,1.3599999999999999,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,5.8,1.04,4.0,0.0,1.0,1.0,0.4,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,5.8,1.3599999999999999,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,6.2,1.04,4.0,10.73,16.69,5.960000000000001,13.462,2.1824000000000003,10.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.4221370666666667,0.6754102933333334,0.0,194.0,229.0,35.0,222.0,11.2,194.0,1.6,0.0,4.2,0.0,False,0.09162682579073211,0.011627341840440545,Fe0.18455690479778553 Cr0.17183703603825118 Mo0.3170631112239152 V0.16835178737141002 Ti0.1581911605686382 ,Fe0.2Cr0.2Mo0.2V0.2Ti0.2,0.04551627069246835,4.385021558886665,0.010582031640658763,3.4400000000000004,1.0798284674472995,-0.013380866803977112,60.52192,302.58959999999996,-6.458786137962723,0.08822281116695137,0.21280000000000004,5.8,6.720000000000001,5.072,23.0,2.0,0.0,21.0,0,79.972,0.4111762279275364,17.9216,-0.08162130183344468,5.3
Fe1 Cr1 Mo1 V1 Ti1.5,Fe1 Cr1 Mo1 V1 Ti1.5,5,0.45454545454545453,0.35390876507938734,0.29681243838051824,0.28104713050088526,0.2745624943044193,22.0,42.0,20.0,26.90909090909091,5.487603305785125,22.0,43.0,55.0,12.0,48.09090909090909,3.537190082644628,43.0,47.867,95.96,48.092999999999996,59.371472727272725,13.304919008264461,47.867,1811.0,2896.0,1085.0,2178.4545454545455,263.1404958677686,1941.0,4.0,8.0,4.0,5.636363636363637,1.1239669421487604,4.0,4.0,5.0,1.0,4.181818181818182,0.2975206611570247,4.0,132.0,160.0,28.0,148.72727272727272,9.619834710743804,160.0,1.54,2.16,0.6200000000000001,1.7436363636363637,0.18280991735537197,1.54,1.0,2.0,1.0,1.6363636363636365,0.4628099173553719,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.0,1.4545454545454546,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,5.636363636363637,1.1239669421487604,4.0,0.0,1.0,1.0,0.36363636363636365,0.4628099173553719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,6.0,1.4545454545454546,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,6.363636363636363,1.1239669421487604,8.0,10.73,16.69,5.960000000000001,13.755454545454546,2.3041322314049593,16.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.3837630181818181,0.6279635570247932,2.25333333333e-05,194.0,229.0,35.0,219.45454545454547,13.884297520661152,194.0,1.6363636363636365,0.0,4.0,0.0,False,0.09162682579073211,0.011560593590928555,Fe0.17102924724161936 Cr0.15924171980481625 Mo0.2938230097656184 V0.15601193299953356 Ti0.21989409018841238 ,Fe0.18181818181818182Cr0.18181818181818182Mo0.18181818181818182V0.18181818181818182Ti0.2727272727272727,0.046416689667799854,3.8307409793192946,0.005311911209521549,3.504132231404958,1.0796693508626825,-0.01325390193646719,59.371472727272725,326.5231,-6.151703913083123,0.0954412525181521,0.2300826446280992,5.636363636363636,7.537190082644627,5.051818181818182,23.0,2.0,0.0,21.0,0,76.27818181818182,0.438625999429205,18.169256198347107,-0.0872629942666113,4.7
Fe1 Cr1 Mo1 V1 Ti2.0,Fe1 Cr1 Mo1 V1 Ti2,5,0.4714045207910317,0.38157141418444396,0.3412787518465365,0.3348018758685008,0.3334633133494761,22.0,42.0,20.0,26.5,5.166666666666667,22.0,43.0,55.0,12.0,47.666666666666664,3.6666666666666665,43.0,47.867,95.96,48.092999999999996,58.41276666666666,12.515744444444442,47.867,1811.0,2896.0,1085.0,2158.6666666666665,261.0,1941.0,4.0,8.0,4.0,5.5,1.1666666666666667,4.0,4.0,5.0,1.0,4.166666666666667,0.27777777777777796,4.0,132.0,160.0,28.0,149.66666666666666,9.444444444444448,160.0,1.54,2.16,0.6200000000000001,1.7266666666666666,0.1788888888888889,1.54,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.8333333333333335,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,5.5,1.1666666666666667,4.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,6.166666666666667,1.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,6.5,1.1666666666666667,8.0,10.73,16.69,5.960000000000001,14.0,2.356666666666667,16.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.3517846444444444,0.5862927185185185,2.25333333333e-05,194.0,229.0,35.0,217.33333333333334,15.555555555555552,194.0,1.6666666666666667,0.0,3.8333333333333335,0.0,False,0.09162682579073211,0.011353676840004559,Fe0.15934926036490682 Cr0.1483667307164425 Mo0.27375714995808326 V0.14535751359797475 Ti0.2731693453625927 ,Fe0.16666666666666666Cr0.16666666666666666Mo0.16666666666666666V0.16666666666666666Ti0.3333333333333333,0.04666821507757738,3.5012888876178394,0.0009209676988772656,3.499999999999999,1.079537361704548,-0.012975746340770252,58.41276666666666,350.4566,-5.9578554981259195,0.09989950349375504,0.23888888888888893,5.499999999999999,8.0,5.034999999999999,23.0,2.0,0.0,21.0,0,73.19999999999999,0.45929961337916386,18.088888888888885,-0.09025958564580602,4.2
Fe1 Mo1 Nb1 Ti1 V1,Fe1 Mo1 Nb1 Ti1 V1,5,0.447213595499958,0.34199518933533946,0.27594593229224296,0.25169979012836535,0.2349237886176038,22.0,42.0,20.0,30.8,8.559999999999999,22.0,43.0,55.0,12.0,48.2,3.4400000000000004,43.0,47.867,95.96,48.092999999999996,68.70397600000001,20.583371200000006,47.867,1811.0,2896.0,1085.0,2316.2,405.43999999999994,1811.0,4.0,8.0,4.0,5.6,1.1199999999999999,4.0,4.0,5.0,1.0,4.4,0.4800000000000001,4.0,132.0,164.0,32.0,152.6,8.240000000000004,132.0,1.54,2.16,0.6200000000000001,1.752,0.19440000000000004,1.54,1.0,2.0,1.0,1.6,0.48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.0,1.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,5.6,1.1199999999999999,4.0,0.0,1.0,1.0,0.4,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,6.0,1.2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,6.4,1.1199999999999999,4.0,10.73,18.18,7.449999999999999,14.860000000000003,2.3919999999999995,10.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.4221370666666667,0.6754102933333334,0.0,194.0,229.0,35.0,222.0,11.2,194.0,1.6,0.0,4.0,0.0,False,0.09162682579073211,0.012349885316430578,Fe0.16257647600924924 Mo0.27930140761621225 Nb0.2704699052587733 Ti0.139350849263761 V0.14830136185200413 ,Fe0.2Mo0.2Nb0.2Ti0.2V0.2,0.04824965462162247,3.654807039076862,-0.003595513564852282,3.5200000000000014,1.0839126270617025,-0.013380866803977112,68.703976,343.49988,-5.747722996796026,0.09384689566078241,0.2288000000000001,5.6000000000000005,8.48,5.766000000000001,22.0,2.0,0.0,20.0,0,64.126,0.4734259339883276,15.907200000000003,-0.09762735088352682,1.7
Hf0.333 Nb0.333 Ta0.333 Ti1 Zr0.667,Hf0.333 Nb0.333 Ta0.333 Ti1 Zr0.667,5,0.5000938349860257,0.4203631307565286,0.38534337794082824,0.37823397582715684,0.3757442894787652,22.0,73.0,51.0,41.49212303075768,15.492307623042288,22.0,43.0,48.0,5.0,44.62415603900975,1.5307337712147453,43.0,47.867,180.94788,133.08088,97.27833705176293,41.189378517273724,47.867,1941.0,3290.0,1349.0,2327.9047261815454,390.2784535218575,1941.0,4.0,5.0,1.0,4.249812453113277,0.3748123827656082,4.0,4.0,6.0,2.0,4.874718679669917,0.6562030605175675,4.0,160.0,175.0,15.0,167.37509377344335,6.375843960990247,160.0,1.3,1.6,0.30000000000000004,1.4599812453113277,0.1050046851547846,1.54,1.0,2.0,1.0,1.8750937734433608,0.21860932224804136,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.374718679669917,0.5622185741484129,2.0,0.0,14.0,14.0,3.497374343585896,5.247373358718524,0.0,4.0,19.0,15.0,7.747186796699173,5.372373288370854,4.0,0.0,1.0,1.0,0.12490622655663915,0.21860932224804136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,7.625281320330082,0.5622185741484136,8.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,1.0,7.75018754688672,0.3748123827656095,8.0,16.69,23.195,6.504999999999999,19.370429482370593,2.620581783667972,16.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,8.45211302824456e-06,1.0563556117821034e-05,2.25333333333e-05,194.0,229.0,35.0,202.74343585896472,13.118433396796298,194.0,1.8750937734433608,0.0,2.374718679669917,3.497374343585896,False,0.022248762806663658,0.0030973368276320684,Hf0.22918270453401518 Nb0.11929259587016043 Ta0.23233864372287763 Ti0.18456949612388515 Zr0.23461655974906168 ,Hf0.12490622655663915Nb0.12490622655663915Ta0.12490622655663915Ti0.3750937734433608Zr0.2501875468867217,0.04994418301031855,15.42854618421974,-0.003535513996624219,3.781578083943341,1.0667698822176626,-0.012420633226262159,97.27833705176292,259.34404658,-4.979364410425236,0.058878740230736,0.12187029549960623,4.249812453113278,1.874061913828044,6.144553638409603,14.0,1.0,0.0,13.0,0,43.17142160540135,0.25708030930177794,5.333441789273274,-0.028021450393797963,18.8
Hf0.5 Mo0.5 Nb1 Si0.1 Ti1 Zr1,Hf0.5 Mo0.5 Nb1 Si0.1 Ti1 Zr1,6,0.4569510730535414,0.3613170589023946,0.30509258060238337,0.28556082091149143,0.27224288220175097,14.0,72.0,58.0,39.365853658536594,9.70850684116597,22.0,43.0,78.0,35.0,46.17073170731708,2.891136228435457,43.0,28.0855,178.49,150.4045,90.7392512195122,23.969573825104106,47.867,1687.0,2896.0,1209.0,2363.09756097561,353.5633551457466,1941.0,4.0,14.0,10.0,4.7317073170731705,0.892325996430696,4.0,3.0,6.0,3.0,4.829268292682928,0.49375371802498486,4.0,111.0,175.0,64.0,164.53658536585368,7.656157049375379,160.0,1.3,2.16,0.8600000000000001,1.558536585365854,0.18358120166567526,1.33,1.0,2.0,1.0,1.6341463414634148,0.46400951814396196,1.0,0.0,2.0,2.0,0.04878048780487806,0.09518143961927425,0.0,0.0,5.0,5.0,2.804878048780488,1.1183819155264725,2.0,0.0,14.0,14.0,1.707317073170732,2.9982153480071383,0.0,4.0,18.0,14.0,6.195121951219512,2.879238548483046,4.0,0.0,1.0,1.0,0.3658536585365854,0.464009518143962,0.0,0.0,4.0,4.0,0.09756097560975611,0.1903628792385485,0.0,0.0,8.0,8.0,6.951219512195123,1.2790005948839975,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,7.414634146341464,0.7138607971445569,7.0,15.69,23.195,7.505000000000001,19.28146341463415,2.6773944080904233,16.69,0.0,0.773,0.773,0.01885365853658537,0.0367876264128495,0.0,0.0,2.25333333333e-05,2.25333333333e-05,5.495934959341464e-06,8.310926036077335e-06,0.0,194.0,229.0,35.0,207.60975609756102,16.597263533610956,194.0,1.6341463414634148,0.04878048780487806,2.804878048780488,1.707317073170732,False,0.16881260156382927,0.0161504668993517,Hf0.2398924168056889 Mo0.1289443580499624 Nb0.24973428242330345 Si0.007549440833879966 Ti0.12866749190697416 Zr0.24521200998019121 ,Hf0.12195121951219513Mo0.12195121951219513Nb0.24390243902439027Si0.02439024390243903Ti0.24390243902439027Zr0.24390243902439027,0.06648748036302267,4.9667118936837245,0.003681695137519557,4.782867340868532,1.2338044744828265,-0.01360343226174191,90.7392512195122,372.02092999999996,-3.0772922866977965,0.10055239546085283,0.20969660916121358,4.731707317073171,6.47233789411065,6.283658536585366,19.0,2.0,2.0,15.0,0,48.61170731707317,0.5273150399242625,10.327305175490778,-0.09269866727860135,27.8
Hf0.5 Mo0.5 Nb1 Si0.1 Ti1 Zr1,Hf0.5 Mo0.5 Nb1 Si0.1 Ti1 Zr1,6,0.4569510730535414,0.3613170589023946,0.30509258060238337,0.28556082091149143,0.27224288220175097,14.0,72.0,58.0,39.365853658536594,9.70850684116597,22.0,43.0,78.0,35.0,46.17073170731708,2.891136228435457,43.0,28.0855,178.49,150.4045,90.7392512195122,23.969573825104106,47.867,1687.0,2896.0,1209.0,2363.09756097561,353.5633551457466,1941.0,4.0,14.0,10.0,4.7317073170731705,0.892325996430696,4.0,3.0,6.0,3.0,4.829268292682928,0.49375371802498486,4.0,111.0,175.0,64.0,164.53658536585368,7.656157049375379,160.0,1.3,2.16,0.8600000000000001,1.558536585365854,0.18358120166567526,1.33,1.0,2.0,1.0,1.6341463414634148,0.46400951814396196,1.0,0.0,2.0,2.0,0.04878048780487806,0.09518143961927425,0.0,0.0,5.0,5.0,2.804878048780488,1.1183819155264725,2.0,0.0,14.0,14.0,1.707317073170732,2.9982153480071383,0.0,4.0,18.0,14.0,6.195121951219512,2.879238548483046,4.0,0.0,1.0,1.0,0.3658536585365854,0.464009518143962,0.0,0.0,4.0,4.0,0.09756097560975611,0.1903628792385485,0.0,0.0,8.0,8.0,6.951219512195123,1.2790005948839975,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,7.414634146341464,0.7138607971445569,7.0,15.69,23.195,7.505000000000001,19.28146341463415,2.6773944080904233,16.69,0.0,0.773,0.773,0.01885365853658537,0.0367876264128495,0.0,0.0,2.25333333333e-05,2.25333333333e-05,5.495934959341464e-06,8.310926036077335e-06,0.0,194.0,229.0,35.0,207.60975609756102,16.597263533610956,194.0,1.6341463414634148,0.04878048780487806,2.804878048780488,1.707317073170732,False,0.16881260156382927,0.0161504668993517,Hf0.2398924168056889 Mo0.1289443580499624 Nb0.24973428242330345 Si0.007549440833879966 Ti0.12866749190697416 Zr0.24521200998019121 ,Hf0.12195121951219513Mo0.12195121951219513Nb0.24390243902439027Si0.02439024390243903Ti0.24390243902439027Zr0.24390243902439027,0.06648748036302267,4.9667118936837245,0.003681695137519557,4.782867340868532,1.2338044744828265,-0.01360343226174191,90.7392512195122,372.02092999999996,-3.0772922866977965,0.10055239546085283,0.20969660916121358,4.731707317073171,6.47233789411065,6.283658536585366,19.0,2.0,2.0,15.0,0,48.61170731707317,0.5273150399242625,10.327305175490778,-0.09269866727860135,28.0
Hf0.5 Mo0.5 Nb1 Si0.3 Ti1 Zr1,Hf0.5 Mo0.5 Nb1 Si0.3 Ti1 Zr1,6,0.4406347749185213,0.3454275918182818,0.2909481877670021,0.27228174178522296,0.2595804736235227,14.0,72.0,58.0,38.18604651162791,10.903190914007572,22.0,43.0,78.0,35.0,47.651162790697676,4.780962682531098,43.0,28.0855,178.49,150.4045,87.82512325581395,26.920934991887513,47.867,1687.0,2896.0,1209.0,2331.651162790698,366.3710113574906,1941.0,4.0,14.0,10.0,5.162790697674419,1.4277988101676584,4.0,3.0,6.0,3.0,4.7441860465116275,0.5895078420767985,4.0,111.0,175.0,64.0,162.04651162790697,9.945916711736077,160.0,1.3,2.16,0.8600000000000001,1.5744186046511628,0.19351000540832883,1.33,1.0,2.0,1.0,1.6511627906976745,0.45429962141698216,1.0,0.0,2.0,2.0,0.13953488372093023,0.25959978366684694,0.0,0.0,5.0,5.0,2.674418604651163,1.1573823688480263,2.0,0.0,14.0,14.0,1.627906976744186,2.8772309356408865,0.0,4.0,18.0,14.0,6.093023255813954,2.769064359113034,4.0,0.0,1.0,1.0,0.3488372093023256,0.45429962141698216,0.0,0.0,4.0,4.0,0.27906976744186046,0.5191995673336939,0.0,0.0,8.0,8.0,6.627906976744186,1.5954570037858302,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,7.2558139534883725,0.8653326122228231,7.0,15.69,23.195,7.505000000000001,19.335348837209303,2.615521903731747,16.69,0.0,0.773,0.773,0.053930232558139536,0.10033531638723636,0.0,0.0,2.25333333333e-05,2.25333333333e-05,5.240310077511629e-06,8.043266630599243e-06,0.0,194.0,229.0,35.0,208.51162790697677,16.873985938345054,194.0,1.6511627906976745,0.13953488372093023,2.674418604651163,1.627906976744186,False,0.16881260156382927,0.016668506576312157,Hf0.2363241858877402 Mo0.12702640144585015 Nb0.24601966067877223 Si0.0223114446391959 Ti0.12675365349194306 Zr0.24156465385649856 ,Hf0.11627906976744186Mo0.11627906976744186Nb0.23255813953488372Si0.06976744186046512Ti0.23255813953488372Zr0.23255813953488372,0.08477115806480366,1.918044364530256,-0.012781722571865817,5.987020010816658,1.2349333599760697,-0.014165477537729627,87.82512325581396,377.63802999999996,-1.9712195037051083,0.10683344671384173,0.22714981070849105,5.16279069767442,17.22011898323418,6.206744186046513,19.0,2.0,2.0,15.0,0,48.198604651162796,0.5207669434568537,9.961114115738237,-0.08993089392007173,23.0
Hf0.5 Mo0.5 Nb1 Si0.3 Ti1 Zr1,Hf0.5 Mo0.5 Nb1 Si0.3 Ti1 Zr1,6,0.4406347749185213,0.3454275918182818,0.2909481877670021,0.27228174178522296,0.2595804736235227,14.0,72.0,58.0,38.18604651162791,10.903190914007572,22.0,43.0,78.0,35.0,47.651162790697676,4.780962682531098,43.0,28.0855,178.49,150.4045,87.82512325581395,26.920934991887513,47.867,1687.0,2896.0,1209.0,2331.651162790698,366.3710113574906,1941.0,4.0,14.0,10.0,5.162790697674419,1.4277988101676584,4.0,3.0,6.0,3.0,4.7441860465116275,0.5895078420767985,4.0,111.0,175.0,64.0,162.04651162790697,9.945916711736077,160.0,1.3,2.16,0.8600000000000001,1.5744186046511628,0.19351000540832883,1.33,1.0,2.0,1.0,1.6511627906976745,0.45429962141698216,1.0,0.0,2.0,2.0,0.13953488372093023,0.25959978366684694,0.0,0.0,5.0,5.0,2.674418604651163,1.1573823688480263,2.0,0.0,14.0,14.0,1.627906976744186,2.8772309356408865,0.0,4.0,18.0,14.0,6.093023255813954,2.769064359113034,4.0,0.0,1.0,1.0,0.3488372093023256,0.45429962141698216,0.0,0.0,4.0,4.0,0.27906976744186046,0.5191995673336939,0.0,0.0,8.0,8.0,6.627906976744186,1.5954570037858302,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,7.2558139534883725,0.8653326122228231,7.0,15.69,23.195,7.505000000000001,19.335348837209303,2.615521903731747,16.69,0.0,0.773,0.773,0.053930232558139536,0.10033531638723636,0.0,0.0,2.25333333333e-05,2.25333333333e-05,5.240310077511629e-06,8.043266630599243e-06,0.0,194.0,229.0,35.0,208.51162790697677,16.873985938345054,194.0,1.6511627906976745,0.13953488372093023,2.674418604651163,1.627906976744186,False,0.16881260156382927,0.016668506576312157,Hf0.2363241858877402 Mo0.12702640144585015 Nb0.24601966067877223 Si0.0223114446391959 Ti0.12675365349194306 Zr0.24156465385649856 ,Hf0.11627906976744186Mo0.11627906976744186Nb0.23255813953488372Si0.06976744186046512Ti0.23255813953488372Zr0.23255813953488372,0.08477115806480366,1.918044364530256,-0.012781722571865817,5.987020010816658,1.2349333599760697,-0.014165477537729627,87.82512325581396,377.63802999999996,-1.9712195037051083,0.10683344671384173,0.22714981070849105,5.16279069767442,17.22011898323418,6.206744186046513,19.0,2.0,2.0,15.0,0,48.198604651162796,0.5207669434568537,9.961114115738237,-0.08993089392007173,23.0
Hf0.5 Mo0.5 Nb1 Si0.5 Ti1 Zr1,Hf0.5 Mo0.5 Nb1 Si0.5 Ti1 Zr1,6,0.4303314829119352,0.33333333333333337,0.2785380491260111,0.2602738196193172,0.2480515827929805,14.0,72.0,58.0,37.111111111111114,11.851851851851851,22.0,43.0,78.0,35.0,49.0,6.666666666666667,43.0,28.0855,178.49,150.4045,85.1700288888889,29.264574814814814,47.867,1687.0,2896.0,1209.0,2303.0,375.55555555555554,1941.0,4.0,14.0,10.0,5.555555555555555,1.9753086419753088,4.0,3.0,6.0,3.0,4.666666666666667,0.6666666666666665,4.0,111.0,175.0,64.0,159.77777777777777,12.123456790123461,160.0,1.3,2.16,0.8600000000000001,1.588888888888889,0.20098765432098767,1.33,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,1.0,0.0,2.0,2.0,0.2222222222222222,0.3950617283950617,0.0,0.0,5.0,5.0,2.5555555555555554,1.1851851851851851,2.0,0.0,14.0,14.0,1.5555555555555556,2.765432098765432,0.0,4.0,18.0,14.0,6.0,2.6666666666666665,4.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444444,0.0,0.0,4.0,4.0,0.4444444444444444,0.7901234567901234,0.0,0.0,8.0,8.0,6.333333333333333,1.851851851851852,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,7.111111111111111,0.9876543209876544,7.0,15.69,23.195,7.505000000000001,19.38444444444444,2.5538271604938267,16.69,0.0,0.773,0.773,0.08588888888888889,0.15269135802469136,0.0,0.0,2.25333333333e-05,2.25333333333e-05,5.0074074074e-06,7.789300411511112e-06,0.0,194.0,229.0,35.0,209.33333333333334,17.037037037037038,194.0,1.6666666666666667,0.2222222222222222,2.5555555555555554,1.5555555555555556,False,0.16881260156382927,0.01703269257352699,Hf0.23286054905514247 Mo0.1251646651148544 Nb0.24241392411368373 Si0.036640735898303564 Ti0.12489591463524571 Zr0.2380242111827701 ,Hf0.1111111111111111Mo0.1111111111111111Nb0.2222222222222222Si0.1111111111111111Ti0.2222222222222222Zr0.2222222222222222,0.09783372919864507,1.2741665366541208,-0.0037090187280583256,6.962962962962962,1.2359737812901233,-0.014425841363189739,85.17002888888888,383.25513,-1.5071758815902643,0.11131566209513011,0.24074074074074076,5.555555555555555,26.07407407407407,6.136666666666667,19.0,2.0,2.0,15.0,0,47.82222222222222,0.514365608248934,9.617777777777777,-0.08719689276258474,12.1
